pid, time, age, native-country, fnlwgt, occupation, education-num, marital-status, capital-gain, education, capital-loss, hours-per-week, workclass, relationship, race, sex, income
9408, 9408, 43,United-States,108945,Exec-managerial,10,Never-married,0,Some-college,0,50,Private,Not-in-family,White,Female,<=50K
9409, 9409, 21,United-States,57298,Adm-clerical,10,Never-married,0,Some-college,0,15,Self-emp-not-inc,Own-child,White,Female,<=50K
9410, 9410, 48,United-States,164582,Farming-fishing,10,Married-civ-spouse,7298,Some-college,0,60,Self-emp-not-inc,Husband,White,Male,>50K
9411, 9411, 56,United-States,295067,Exec-managerial,13,Never-married,14084,Bachelors,0,45,Private,Not-in-family,White,Male,>50K
9412, 9412, 21,United-States,177265,Other-service,12,Never-married,0,Assoc-acdm,0,30,Private,Own-child,White,Female,<=50K
9413, 9413, 28,Hong,336543,Protective-serv,12,Married-civ-spouse,0,Assoc-acdm,0,40,Local-gov,Husband,Asian-Pac-Islander,Male,>50K
9414, 9414, 39,United-States,52870,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,40,Self-emp-not-inc,Husband,White,Male,>50K
9415, 9415, 40,United-States,316820,Sales,4,Married-civ-spouse,4064,7th-8th,0,40,Private,Husband,White,Male,<=50K
9416, 9416, 38,United-States,200153,Prof-specialty,12,Never-married,0,Assoc-acdm,0,40,Local-gov,Not-in-family,White,Male,<=50K
9417, 9417, 59,United-States,453067,Prof-specialty,10,Married-civ-spouse,0,Some-college,0,36,Private,Husband,White,Male,>50K
9418, 9418, 51,United-States,27166,Tech-support,9,Married-civ-spouse,0,HS-grad,0,40,Federal-gov,Husband,White,Male,<=50K
9419, 9419, 19,United-States,299598,Handlers-cleaners,9,Never-married,0,HS-grad,0,16,Private,Own-child,White,Male,<=50K
9420, 9420, 23,United-States,122048,Machine-op-inspct,9,Never-married,0,HS-grad,0,40,Private,Not-in-family,White,Female,<=50K
9421, 9421, 31,United-States,345277,Prof-specialty,13,Divorced,0,Bachelors,0,40,Private,Not-in-family,White,Female,<=50K
9422, 9422, 42,United-States,113147,Prof-specialty,12,Married-civ-spouse,0,Assoc-acdm,0,40,Private,Husband,Black,Male,<=50K
9423, 9423, 43,United-States,34007,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,>50K
9424, 9424, 45,United-States,255014,Craft-repair,10,Married-civ-spouse,0,Some-college,0,55,Private,Husband,White,Male,>50K
9425, 9425, 34,United-States,152667,Machine-op-inspct,10,Married-civ-spouse,0,Some-college,0,35,Private,Husband,White,Male,<=50K
9426, 9426, 21,United-States,231053,Machine-op-inspct,9,Never-married,0,HS-grad,0,30,Private,Own-child,White,Male,<=50K
9427, 9427, 34,United-States,103651,Exec-managerial,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,>50K
9428, 9428, 55,United-States,124137,Sales,10,Married-civ-spouse,0,Some-college,0,40,Self-emp-inc,Husband,White,Male,>50K
9429, 9429, 30,United-States,198183,Prof-specialty,11,Never-married,0,Assoc-voc,0,40,Private,Not-in-family,White,Female,<=50K
9430, 9430, 29,Ireland,183627,Machine-op-inspct,9,Married-civ-spouse,3137,HS-grad,0,48,Private,Husband,White,Male,<=50K
9431, 9431, 19,United-States,466458,Adm-clerical,10,Never-married,0,Some-college,0,20,Private,Own-child,White,Female,<=50K
9432, 9432, 45,United-States,114396,Prof-specialty,13,Divorced,0,Bachelors,0,35,Self-emp-not-inc,Not-in-family,White,Male,<=50K
9433, 9433, 42,Philippines,186376,Other-service,13,Married-civ-spouse,0,Bachelors,0,72,Private,Husband,Asian-Pac-Islander,Male,>50K
9434, 9434, 32,United-States,290964,Sales,13,Never-married,0,Bachelors,1590,40,Private,Not-in-family,White,Female,<=50K
9435, 9435, 90,United-States,282095,Farming-fishing,10,Married-civ-spouse,0,Some-college,0,40,Self-emp-not-inc,Husband,White,Male,<=50K
9436, 9436, 44,United-States,244974,Protective-serv,13,Married-civ-spouse,0,Bachelors,0,44,State-gov,Husband,White,Male,>50K
9437, 9437, 34,United-States,114691,Prof-specialty,9,Married-civ-spouse,0,HS-grad,0,40,Self-emp-not-inc,Husband,White,Male,>50K
9438, 9438, 35,United-States,107160,Other-service,8,Separated,0,12th,0,30,Private,Not-in-family,White,Female,<=50K
9439, 9439, 39,United-States,142573,Craft-repair,10,Never-married,0,Some-college,0,25,Self-emp-not-inc,Not-in-family,White,Male,<=50K
9440, 9440, 29,United-States,203833,Prof-specialty,13,Never-married,0,Bachelors,0,40,Private,Not-in-family,Black,Male,<=50K
9441, 9441, 24,United-States,47791,Other-service,9,Never-married,0,HS-grad,0,32,Private,Unmarried,White,Female,<=50K
9442, 9442, 49,United-States,133729,Other-service,10,Married-civ-spouse,0,Some-college,0,17,Private,Husband,White,Male,<=50K
9443, 9443, 54,South,135803,Exec-managerial,13,Married-civ-spouse,15024,Bachelors,0,60,Private,Husband,Asian-Pac-Islander,Male,>50K
9444, 9444, 31,United-States,128591,Transport-moving,5,Divorced,0,9th,0,40,Private,Not-in-family,White,Male,<=50K
9445, 9445, 44,United-States,133853,Exec-managerial,10,Divorced,0,Some-college,0,50,Private,Not-in-family,White,Female,<=50K
9446, 9446, 27,United-States,243569,Sales,9,Married-civ-spouse,0,HS-grad,0,40,Self-emp-not-inc,Husband,White,Male,<=50K
9447, 9447, 24,United-States,119156,Handlers-cleaners,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Male,<=50K
9448, 9448, 30,United-States,391114,Handlers-cleaners,9,Married-civ-spouse,0,HS-grad,0,60,Private,Husband,White,Male,<=50K
9449, 9449, 27,United-States,252506,Exec-managerial,10,Divorced,0,Some-college,0,40,Private,Own-child,White,Female,<=50K
9450, 9450, 34,Italy,117503,Adm-clerical,13,Married-civ-spouse,0,Bachelors,0,20,State-gov,Husband,White,Male,<=50K
9451, 9451, 25,United-States,117833,Exec-managerial,10,Married-civ-spouse,0,Some-college,0,19,State-gov,Wife,White,Female,<=50K
9452, 9452, 39,United-States,294183,Exec-managerial,9,Divorced,0,HS-grad,0,40,Private,Unmarried,White,Female,<=50K
9453, 9453, 28,United-States,394927,Tech-support,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,>50K
9454, 9454, 51,United-States,259323,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,70,Self-emp-not-inc,Husband,White,Male,<=50K
9455, 9455, 33,South,96635,Sales,10,Never-married,0,Some-college,0,26,Private,Not-in-family,Asian-Pac-Islander,Male,<=50K
9456, 9456, 27,United-States,192283,Handlers-cleaners,11,Never-married,0,Assoc-voc,0,38,Private,Own-child,White,Female,<=50K
9457, 9457, 29,United-States,214881,Exec-managerial,9,Never-married,0,HS-grad,0,40,Private,Not-in-family,White,Male,<=50K
9458, 9458, 33,United-States,167474,Handlers-cleaners,6,Married-civ-spouse,0,10th,0,40,State-gov,Husband,White,Male,<=50K
9459, 9459, 37,United-States,110713,Sales,9,Married-civ-spouse,0,HS-grad,0,50,Private,Husband,White,Male,>50K
9460, 9460, 20,United-States,201204,Handlers-cleaners,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Male,<=50K
9461, 9461, 24,United-States,197666,Exec-managerial,13,Never-married,0,Bachelors,0,40,Private,Not-in-family,White,Female,<=50K
9462, 9462, 29,United-States,162002,Other-service,9,Never-married,0,HS-grad,0,35,Private,Own-child,White,Female,<=50K
9463, 9463, 31,United-States,263561,Exec-managerial,13,Married-civ-spouse,0,Bachelors,2246,45,Private,Husband,White,Male,>50K
9464, 9464, 41,United-States,224799,Craft-repair,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,<=50K
9465, 9465, 42,United-States,89942,Craft-repair,10,Married-civ-spouse,0,Some-college,0,40,Self-emp-not-inc,Husband,White,Male,<=50K
9466, 9466, 20,United-States,238685,Sales,10,Never-married,0,Some-college,0,30,Private,Not-in-family,White,Female,<=50K
9467, 9467, 54,United-States,38795,Craft-repair,5,Separated,0,9th,0,40,Private,Unmarried,White,Male,<=50K
9468, 9468, 55,Ireland,90414,Craft-repair,13,Married-spouse-absent,0,Bachelors,0,55,Private,Unmarried,White,Female,<=50K
9469, 9469, 21,United-States,190805,Handlers-cleaners,9,Married-civ-spouse,0,HS-grad,0,32,Private,Husband,White,Male,<=50K
9470, 9470, 52,United-States,23780,Exec-managerial,11,Married-civ-spouse,0,Assoc-voc,1977,45,Private,Husband,White,Male,>50K
9471, 9471, 19,United-States,285263,Adm-clerical,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Male,<=50K
9472, 9472, 33,United-States,177331,Craft-repair,11,Married-civ-spouse,0,Assoc-voc,0,40,Private,Husband,Black,Male,<=50K
9473, 9473, 22,United-States,347530,Other-service,9,Separated,0,HS-grad,0,35,Private,Unmarried,Black,Female,<=50K
9474, 9474, 59,United-States,230039,Exec-managerial,9,Never-married,0,HS-grad,625,38,Private,Unmarried,White,Female,<=50K
9475, 9475, 31,United-States,204752,Sales,8,Never-married,0,12th,0,32,Private,Own-child,White,Male,<=50K
9476, 9476, 74,United-States,104001,Sales,9,Married-civ-spouse,0,HS-grad,0,40,Self-emp-not-inc,Husband,White,Male,>50K
9477, 9477, 45,United-States,253116,Other-service,6,Divorced,0,10th,0,40,Private,Unmarried,Black,Female,<=50K
9478, 9478, 36,United-States,169037,Adm-clerical,9,Never-married,0,HS-grad,0,40,Private,Not-in-family,White,Female,<=50K
9479, 9479, 35,United-States,202027,Exec-managerial,10,Divorced,0,Some-college,0,60,Self-emp-inc,Not-in-family,White,Male,<=50K
9480, 9480, 45,United-States,170099,Craft-repair,10,Divorced,0,Some-college,0,40,Private,Not-in-family,White,Male,<=50K
9481, 9481, 42,United-States,212847,Farming-fishing,9,Never-married,0,HS-grad,0,85,Self-emp-not-inc,Own-child,White,Male,<=50K
9482, 9482, 50,United-States,307392,Prof-specialty,14,Divorced,0,Masters,0,40,State-gov,Unmarried,White,Female,<=50K
9483, 9483, 39,United-States,233428,Exec-managerial,9,Divorced,0,HS-grad,0,40,Private,Other-relative,White,Female,<=50K
9484, 9484, 44,England,355728,Exec-managerial,10,Separated,0,Some-college,1980,45,Private,Not-in-family,White,Male,<=50K
9485, 9485, 52,Mexico,177995,Farming-fishing,2,Married-civ-spouse,0,1st-4th,0,56,Private,Husband,White,Male,>50K
9486, 9486, 24,United-States,283613,Prof-specialty,13,Never-married,0,Bachelors,0,43,Private,Not-in-family,White,Male,<=50K
9487, 9487, 56,United-States,184598,Transport-moving,5,Married-civ-spouse,0,9th,0,99,Self-emp-inc,Husband,White,Male,<=50K
9488, 9488, 27,United-States,185647,Machine-op-inspct,9,Married-civ-spouse,0,HS-grad,0,50,Private,Husband,White,Male,>50K
9489, 9489, 47,United-States,192894,Exec-managerial,13,Married-civ-spouse,0,Bachelors,1902,45,Self-emp-inc,Husband,White,Male,>50K
9490, 9490, 40,United-States,284706,Prof-specialty,15,Married-civ-spouse,0,Prof-school,1977,60,Self-emp-not-inc,Husband,Amer-Indian-Eskimo,Male,>50K
9491, 9491, 38,United-States,179579,Prof-specialty,9,Never-married,0,HS-grad,0,40,Private,Not-in-family,White,Male,<=50K
9492, 9492, 27,United-States,131679,Sales,11,Divorced,0,Assoc-voc,0,40,Private,Not-in-family,White,Female,<=50K
9493, 9493, 52,United-States,132973,Adm-clerical,9,Divorced,0,HS-grad,0,38,Private,Unmarried,White,Female,<=50K
9494, 9494, 22,United-States,154713,Sales,9,Divorced,0,HS-grad,0,40,Private,Own-child,White,Male,<=50K
9495, 9495, 41,Italy,121718,Craft-repair,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,<=50K
9496, 9496, 30,United-States,255279,Adm-clerical,9,Divorced,0,HS-grad,0,20,Private,Unmarried,White,Female,<=50K
9497, 9497, 55,Philippines,202559,Other-service,13,Married-civ-spouse,0,Bachelors,0,35,Private,Other-relative,Asian-Pac-Islander,Male,<=50K
9498, 9498, 25,United-States,123095,Adm-clerical,10,Never-married,0,Some-college,1590,40,Private,Own-child,White,Male,<=50K
9499, 9499, 32,United-States,153326,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,40,Private,Other-relative,White,Male,<=50K
9500, 9500, 28,United-States,75695,Other-service,10,Separated,0,Some-college,0,60,Private,Not-in-family,White,Female,<=50K
9501, 9501, 33,United-States,206609,Exec-managerial,9,Married-civ-spouse,0,HS-grad,0,50,Self-emp-inc,Husband,White,Male,<=50K
9502, 9502, 17,United-States,234780,Farming-fishing,9,Never-married,0,HS-grad,0,40,Private,Own-child,Black,Male,<=50K
9503, 9503, 27,United-States,178778,Transport-moving,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
9504, 9504, 55,United-States,171355,Machine-op-inspct,11,Married-civ-spouse,0,Assoc-voc,0,20,Private,Husband,White,Male,<=50K
9505, 9505, 63,United-States,95680,Tech-support,10,Married-civ-spouse,0,Some-college,0,18,Federal-gov,Husband,White,Male,>50K
9506, 9506, 39,United-States,196673,Other-service,9,Married-civ-spouse,5013,HS-grad,0,40,Private,Wife,White,Female,<=50K
9507, 9507, 51,United-States,73670,Prof-specialty,16,Married-civ-spouse,4386,Doctorate,0,52,Federal-gov,Husband,White,Male,>50K
9508, 9508, 67,United-States,139960,Craft-repair,4,Married-civ-spouse,0,7th-8th,0,40,Self-emp-not-inc,Husband,White,Male,<=50K
9509, 9509, 27,United-States,60374,Craft-repair,9,Widowed,0,HS-grad,1594,26,Private,Unmarried,White,Female,<=50K
9510, 9510, 54,United-States,421561,Exec-managerial,14,Married-civ-spouse,0,Masters,0,45,Private,Husband,White,Male,>50K
9511, 9511, 59,United-States,245196,Transport-moving,6,Married-civ-spouse,0,10th,0,40,Private,Husband,Black,Male,>50K
9512, 9512, 18,United-States,27620,Adm-clerical,9,Never-married,0,HS-grad,0,25,Private,Not-in-family,White,Female,<=50K
9513, 9513, 19,United-States,187570,Craft-repair,9,Never-married,0,HS-grad,0,20,Private,Own-child,White,Male,<=50K
9514, 9514, 31,United-States,102884,Machine-op-inspct,9,Married-civ-spouse,0,HS-grad,0,50,Private,Husband,White,Male,<=50K
9515, 9515, 17,United-States,228399,Other-service,7,Never-married,0,11th,0,7,Private,Own-child,White,Female,<=50K
9516, 9516, 42,United-States,340234,Tech-support,9,Married-civ-spouse,15024,HS-grad,0,40,Private,Husband,Asian-Pac-Islander,Male,>50K
9517, 9517, 37,United-States,176293,Prof-specialty,10,Married-spouse-absent,0,Some-college,0,30,Private,Not-in-family,White,Female,<=50K
9518, 9518, 51,United-States,108435,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,40,Local-gov,Husband,White,Male,<=50K
9519, 9519, 48,United-States,161187,Adm-clerical,9,Never-married,2463,HS-grad,0,40,Private,Not-in-family,White,Female,<=50K
9520, 9520, 23,United-States,278391,Transport-moving,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Male,<=50K
9521, 9521, 27,United-States,157941,Sales,11,Married-civ-spouse,0,Assoc-voc,0,45,Private,Husband,White,Male,<=50K
9522, 9522, 25,United-States,182866,Handlers-cleaners,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Male,<=50K
9523, 9523, 69,Germany,370888,Adm-clerical,12,Divorced,2964,Assoc-acdm,0,6,Private,Not-in-family,White,Female,<=50K
9524, 9524, 30,United-States,206512,Exec-managerial,13,Never-married,0,Bachelors,0,44,Private,Not-in-family,White,Male,<=50K
9525, 9525, 33,India,357954,Handlers-cleaners,9,Married-civ-spouse,0,HS-grad,0,35,Private,Husband,White,Male,<=50K
9526, 9526, 28,United-States,189346,Handlers-cleaners,9,Never-married,0,HS-grad,0,48,Private,Own-child,White,Male,<=50K
9527, 9527, 45,Mexico,234652,Machine-op-inspct,3,Married-civ-spouse,0,5th-6th,0,40,Private,Husband,White,Male,<=50K
9528, 9528, 25,United-States,113436,Adm-clerical,10,Never-married,0,Some-college,0,15,Private,Own-child,White,Male,<=50K
9529, 9529, 37,United-States,204145,Craft-repair,11,Married-civ-spouse,0,Assoc-voc,0,45,Private,Husband,White,Male,>50K
9530, 9530, 59,Dominican-Republic,157305,Machine-op-inspct,1,Never-married,0,Preschool,0,40,Private,Not-in-family,White,Male,<=50K
9531, 9531, 26,United-States,104045,Other-service,9,Never-married,0,HS-grad,0,30,Private,Own-child,White,Female,<=50K
9532, 9532, 48,Peru,280422,Other-service,10,Separated,0,Some-college,0,25,Private,Not-in-family,White,Female,<=50K
9533, 9533, 64,United-States,173754,Adm-clerical,9,Married-civ-spouse,0,HS-grad,0,40,Federal-gov,Husband,White,Male,<=50K
9534, 9534, 39,United-States,211154,Tech-support,13,Married-civ-spouse,0,Bachelors,0,50,Private,Husband,White,Male,<=50K
9535, 9535, 24,United-States,321435,Adm-clerical,13,Never-married,0,Bachelors,0,40,Private,Not-in-family,White,Male,<=50K
9536, 9536, 40,United-States,177083,Exec-managerial,14,Never-married,0,Masters,0,35,State-gov,Not-in-family,White,Female,<=50K
9537, 9537, 46,United-States,178829,Exec-managerial,14,Married-spouse-absent,0,Masters,0,70,Private,Not-in-family,White,Male,>50K
9538, 9538, 35,United-States,287658,Protective-serv,10,Married-civ-spouse,0,Some-college,0,40,Federal-gov,Husband,Black,Male,>50K
9539, 9539, 43,United-States,209894,Adm-clerical,9,Married-civ-spouse,0,HS-grad,0,40,Private,Wife,White,Female,>50K
9540, 9540, 31,United-States,334744,Transport-moving,9,Separated,0,HS-grad,0,40,Private,Not-in-family,White,Male,<=50K
9541, 9541, 22,United-States,306967,Adm-clerical,10,Never-married,0,Some-college,0,25,Private,Not-in-family,White,Female,<=50K
9542, 9542, 35,United-States,52187,Other-service,10,Never-married,0,Some-college,0,30,Private,Not-in-family,White,Male,<=50K
9543, 9543, 35,United-States,101978,Transport-moving,9,Separated,0,HS-grad,0,50,Private,Not-in-family,White,Male,<=50K
9544, 9544, 35,United-States,483530,Tech-support,10,Divorced,0,Some-college,0,40,State-gov,Unmarried,White,Female,<=50K
9545, 9545, 40,United-States,77357,Prof-specialty,15,Married-civ-spouse,0,Prof-school,0,40,Private,Husband,White,Male,>50K
9546, 9546, 50,United-States,149770,Prof-specialty,14,Never-married,0,Masters,0,40,Private,Unmarried,White,Female,<=50K
9547, 9547, 48,United-States,328606,Prof-specialty,15,Divorced,14084,Prof-school,0,63,Self-emp-not-inc,Unmarried,White,Male,>50K
9548, 9548, 46,United-States,188293,Adm-clerical,9,Divorced,0,HS-grad,0,40,Private,Not-in-family,White,Female,<=50K
9549, 9549, 36,United-States,116608,Machine-op-inspct,9,Divorced,0,HS-grad,0,38,Private,Unmarried,White,Female,<=50K
9550, 9550, 37,United-States,348960,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,36,State-gov,Husband,White,Male,>50K
9551, 9551, 24,Mexico,329530,Sales,5,Married-civ-spouse,0,9th,0,45,Private,Husband,White,Male,<=50K
9552, 9552, 47,United-States,93476,Prof-specialty,13,Separated,0,Bachelors,0,70,Local-gov,Not-in-family,White,Female,<=50K
9553, 9553, 35,United-States,195744,Craft-repair,9,Divorced,0,HS-grad,0,50,Self-emp-not-inc,Not-in-family,White,Male,<=50K
9554, 9554, 43,Vietnam,125833,Adm-clerical,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,Asian-Pac-Islander,Male,<=50K
9555, 9555, 18,United-States,191117,Other-service,7,Never-married,0,11th,0,20,State-gov,Own-child,White,Male,<=50K
9556, 9556, 54,United-States,311020,Other-service,9,Married-civ-spouse,0,HS-grad,0,50,Private,Husband,White,Male,<=50K
9557, 9557, 62,United-States,210464,Other-service,9,Never-married,0,HS-grad,0,38,Private,Other-relative,Black,Female,<=50K
9558, 9558, 36,United-States,135289,Craft-repair,13,Married-civ-spouse,0,Bachelors,0,48,Private,Husband,White,Male,>50K
9559, 9559, 27,United-States,156266,Farming-fishing,5,Married-civ-spouse,0,9th,0,40,Private,Husband,Amer-Indian-Eskimo,Male,<=50K
9560, 9560, 23,Puerto-Rico,154210,Adm-clerical,10,Never-married,0,Some-college,0,14,Private,Other-relative,Asian-Pac-Islander,Male,<=50K
9561, 9561, 33,United-States,249249,Craft-repair,3,Married-civ-spouse,0,5th-6th,0,50,Self-emp-not-inc,Husband,White,Male,>50K
9562, 9562, 28,Mexico,261725,Machine-op-inspct,2,Never-married,0,1st-4th,0,40,Private,Not-in-family,White,Female,<=50K
9563, 9563, 22,United-States,239612,Adm-clerical,9,Never-married,0,HS-grad,0,20,Private,Own-child,White,Male,<=50K
9564, 9564, 31,United-States,226696,Farming-fishing,11,Married-civ-spouse,0,Assoc-voc,0,60,Self-emp-not-inc,Husband,White,Male,>50K
