pid, time, native-country, occupation, marital-status, education, hours-per-week, capital-loss, capital-gain, education-num, fnlwgt, age, workclass, relationship, race, sex, income
4284, 4284,United-States,Exec-managerial,Never-married,HS-grad,40,0,0,9,123727, 21,Private,Other-relative,White,Female,<=50K
4285, 4285,United-States,Exec-managerial,Married-civ-spouse,Bachelors,50,0,15024,13,173175, 39,Private,Husband,White,Male,>50K
4286, 4286,United-States,Exec-managerial,Married-civ-spouse,Some-college,45,0,0,10,120301, 35,Self-emp-not-inc,Husband,White,Male,<=50K
4287, 4287,United-States,Prof-specialty,Married-civ-spouse,Assoc-voc,40,0,0,11,250967, 29,Private,Husband,White,Male,<=50K
4288, 4288,United-States,Transport-moving,Never-married,Assoc-acdm,40,0,0,12,285432, 27,Federal-gov,Not-in-family,Black,Male,<=50K
4289, 4289,United-States,Adm-clerical,Never-married,Assoc-acdm,40,0,0,12,36235, 20,Private,Not-in-family,White,Female,<=50K
4290, 4290,United-States,Prof-specialty,Never-married,Masters,40,0,0,14,110965, 51,Local-gov,Own-child,White,Male,<=50K
4291, 4291,United-States,Machine-op-inspct,Separated,HS-grad,15,0,0,9,123283, 45,Private,Unmarried,Black,Female,<=50K
4292, 4292,United-States,Craft-repair,Married-civ-spouse,Some-college,40,0,0,10,152940, 31,Private,Husband,White,Male,<=50K
4293, 4293,United-States,Tech-support,Never-married,HS-grad,40,0,0,9,376680, 29,Private,Own-child,Black,Male,<=50K
4294, 4294,Canada,Adm-clerical,Married-civ-spouse,Bachelors,30,0,0,13,231232, 56,Private,Husband,White,Male,<=50K
4295, 4295,United-States,Tech-support,Divorced,Some-college,12,0,0,10,168625, 55,Self-emp-not-inc,Not-in-family,White,Female,>50K
4296, 4296,United-States,Tech-support,Never-married,Some-college,20,0,0,10,33939, 26,Private,Own-child,White,Male,<=50K
4297, 4297,United-States,Craft-repair,Married-civ-spouse,Some-college,45,0,15024,10,155659, 46,Private,Husband,White,Male,>50K
4298, 4298,United-States,Other-service,Married-civ-spouse,HS-grad,40,0,0,9,190228, 32,Local-gov,Husband,White,Male,<=50K
4299, 4299,United-States,Sales,Married-civ-spouse,HS-grad,40,0,0,9,216178, 28,Private,Husband,White,Male,<=50K
4300, 4300,Guatemala,Other-service,Never-married,7th-8th,35,0,0,4,587310, 27,Private,Other-relative,White,Male,<=50K
4301, 4301,Mexico,Craft-repair,Married-spouse-absent,9th,40,0,0,5,155919, 23,Private,Not-in-family,White,Male,<=50K
4302, 4302,United-States,Craft-repair,Married-civ-spouse,10th,40,0,0,6,227386, 59,Private,Husband,White,Male,<=50K
4303, 4303,Guatemala,Craft-repair,Never-married,12th,48,0,0,8,138152, 26,Private,Other-relative,Other,Male,<=50K
4304, 4304,United-States,Handlers-cleaners,Never-married,10th,40,0,0,6,167482, 36,Private,Not-in-family,White,Male,<=50K
4305, 4305,United-States,Sales,Never-married,HS-grad,15,0,0,9,57957, 18,Private,Own-child,White,Female,<=50K
4306, 4306,United-States,Handlers-cleaners,Divorced,9th,70,0,0,5,157747, 33,Private,Not-in-family,White,Male,<=50K
4307, 4307,Germany,Transport-moving,Married-civ-spouse,Assoc-voc,15,0,0,11,88570, 60,Self-emp-not-inc,Wife,White,Female,>50K
4308, 4308,Mexico,Machine-op-inspct,Divorced,HS-grad,48,0,0,9,273308, 40,Private,Unmarried,White,Female,<=50K
4309, 4309,United-States,Farming-fishing,Married-civ-spouse,HS-grad,43,0,0,9,216292, 48,Private,Husband,White,Male,<=50K
4310, 4310,United-States,Craft-repair,Married-civ-spouse,10th,48,0,0,6,131298, 27,Self-emp-not-inc,Husband,White,Male,<=50K
4311, 4311,United-States,Other-service,Never-married,Some-college,20,0,0,10,386378, 19,Private,Own-child,White,Male,<=50K
4312, 4312,United-States,Prof-specialty,Married-civ-spouse,Bachelors,50,0,0,13,179668, 38,Private,Husband,White,Male,>50K
4313, 4313,United-States,Craft-repair,Divorced,Some-college,43,0,0,10,210812, 26,Private,Not-in-family,White,Male,<=50K
4314, 4314,United-States,Protective-serv,Married-civ-spouse,Assoc-voc,40,0,3908,11,311671, 45,Federal-gov,Husband,White,Male,<=50K
4315, 4315,United-States,Adm-clerical,Never-married,Some-college,20,0,0,10,215247, 20,Private,Own-child,White,Female,<=50K
4316, 4316,United-States,Craft-repair,Divorced,HS-grad,40,0,0,9,125856, 32,Federal-gov,Unmarried,White,Male,<=50K
4317, 4317,United-States,Handlers-cleaners,Never-married,Some-college,13,0,0,10,74631, 22,Private,Own-child,White,Female,<=50K
4318, 4318,United-States,Adm-clerical,Never-married,HS-grad,40,0,0,9,24008, 22,Private,Not-in-family,White,Male,<=50K
4319, 4319,United-States,Other-service,Never-married,HS-grad,38,0,114,9,354591, 38,State-gov,Unmarried,Black,Female,<=50K
4320, 4320,United-States,Craft-repair,Married-civ-spouse,HS-grad,50,1848,0,9,155343, 34,Private,Husband,White,Male,>50K
4321, 4321,Mexico,Other-service,Widowed,1st-4th,30,0,0,2,308334, 46,Private,Unmarried,Other,Female,<=50K
4322, 4322,United-States,Exec-managerial,Divorced,Bachelors,25,0,0,13,245361, 39,Private,Not-in-family,White,Female,<=50K
4323, 4323,United-States,Other-service,Widowed,HS-grad,24,0,0,9,158319, 79,Self-emp-not-inc,Not-in-family,White,Female,<=50K
4324, 4324,Dominican-Republic,Sales,Never-married,HS-grad,40,0,0,9,314823, 24,Private,Own-child,White,Male,<=50K
4325, 4325,United-States,Craft-repair,Married-civ-spouse,Some-college,65,0,2407,10,211334, 31,Private,Husband,White,Male,<=50K
4326, 4326,Vietnam,Sales,Married-civ-spouse,Bachelors,77,0,3137,13,73199, 37,Self-emp-not-inc,Husband,Asian-Pac-Islander,Male,<=50K
4327, 4327,United-States,Craft-repair,Never-married,HS-grad,40,0,0,9,126550, 23,Private,Other-relative,White,Male,<=50K
4328, 4328,El-Salvador,Transport-moving,Married-civ-spouse,Some-college,45,1579,0,10,260782, 31,Private,Husband,White,Male,<=50K
4329, 4329,United-States,Prof-specialty,Married-civ-spouse,Bachelors,40,0,0,13,114224, 29,Private,Husband,White,Male,>50K
4330, 4330,United-States,Prof-specialty,Never-married,Bachelors,43,0,0,13,64292, 22,State-gov,Own-child,White,Female,<=50K
4331, 4331,United-States,Other-service,Divorced,HS-grad,38,0,0,9,219775, 55,Local-gov,Unmarried,White,Female,<=50K
4332, 4332,United-States,Craft-repair,Divorced,HS-grad,40,0,0,9,212894, 43,Private,Other-relative,White,Male,<=50K
4333, 4333,Mexico,Farming-fishing,Never-married,7th-8th,36,0,0,4,260019, 23,Private,Unmarried,Other,Male,<=50K
4334, 4334,Mexico,Adm-clerical,Never-married,HS-grad,35,0,0,9,228075, 29,Private,Unmarried,White,Male,<=50K
4335, 4335,Mexico,Other-service,Never-married,Assoc-voc,40,0,0,11,239806, 22,Private,Other-relative,White,Female,<=50K
4336, 4336,United-States,Sales,Never-married,Some-college,42,0,0,10,324637, 22,Private,Not-in-family,White,Male,<=50K
4337, 4337,United-States,Exec-managerial,Married-civ-spouse,HS-grad,84,0,7298,9,163620, 25,Private,Husband,White,Male,>50K
4338, 4338,United-States,Machine-op-inspct,Never-married,Some-college,45,0,0,10,194200, 29,Private,Own-child,White,Male,<=50K
4339, 4339,United-States,Transport-moving,Never-married,Some-college,40,0,0,10,129200, 25,State-gov,Not-in-family,Black,Male,<=50K
4340, 4340,United-States,Exec-managerial,Never-married,HS-grad,40,0,0,9,207172, 33,Federal-gov,Not-in-family,White,Female,<=50K
4341, 4341,United-States,Prof-specialty,Never-married,Bachelors,40,0,0,13,135312, 33,Private,Not-in-family,White,Male,>50K
4342, 4342,United-States,Prof-specialty,Never-married,Doctorate,28,0,0,16,100734, 31,Private,Not-in-family,White,Female,<=50K
4343, 4343,United-States,Prof-specialty,Married-civ-spouse,Masters,45,1887,0,14,226443, 30,Local-gov,Husband,White,Male,>50K
4344, 4344,United-States,Sales,Married-civ-spouse,Bachelors,40,0,0,13,110871, 55,Private,Husband,White,Male,<=50K
4345, 4345,United-States,Exec-managerial,Never-married,12th,50,0,4650,8,192704, 36,Private,Not-in-family,White,Male,<=50K
4346, 4346,United-States,Sales,Never-married,Bachelors,40,0,8614,13,78870, 28,Private,Not-in-family,White,Male,>50K
4347, 4347,United-States,Prof-specialty,Married-civ-spouse,Masters,40,0,0,14,107762, 42,Private,Husband,White,Male,>50K
4348, 4348,Germany,Exec-managerial,Divorced,Assoc-acdm,55,0,0,12,183611, 51,Private,Unmarried,White,Male,<=50K
4349, 4349,United-States,Prof-specialty,Divorced,Bachelors,40,0,0,13,249078, 62,Local-gov,Not-in-family,Black,Female,<=50K
4350, 4350,United-States,Sales,Married-civ-spouse,Some-college,35,0,0,10,208452, 65,Self-emp-inc,Husband,White,Male,>50K
4351, 4351,United-States,Prof-specialty,Married-civ-spouse,Bachelors,40,0,0,13,302195, 23,Private,Husband,White,Male,<=50K
4352, 4352,United-States,Craft-repair,Married-civ-spouse,7th-8th,60,0,0,4,379118, 47,Private,Husband,Black,Male,>50K
4353, 4353,United-States,Exec-managerial,Divorced,HS-grad,40,0,0,9,174855, 50,Self-emp-inc,Unmarried,White,Female,<=50K
4354, 4354,United-States,Craft-repair,Married-civ-spouse,Bachelors,40,0,0,13,39369, 32,Self-emp-not-inc,Husband,White,Male,<=50K
4355, 4355,United-States,Machine-op-inspct,Married-civ-spouse,Some-college,40,0,0,10,196348, 37,Federal-gov,Husband,White,Male,<=50K
4356, 4356,United-States,Craft-repair,Never-married,HS-grad,40,0,14344,9,340917, 31,Private,Unmarried,White,Male,>50K
4357, 4357,United-States,Sales,Widowed,10th,12,0,0,6,97077, 76,Private,Unmarried,Black,Female,<=50K
4358, 4358,United-States,Sales,Divorced,Bachelors,60,0,0,13,200098, 54,Private,Not-in-family,Black,Female,<=50K
4359, 4359,United-States,Prof-specialty,Married-civ-spouse,Bachelors,40,0,0,13,127651, 32,Federal-gov,Husband,White,Male,>50K
4360, 4360,United-States,Adm-clerical,Never-married,Some-college,52,0,0,10,315128, 31,Private,Not-in-family,White,Female,<=50K
4361, 4361,United-States,Protective-serv,Divorced,Bachelors,50,0,0,13,206823, 31,Federal-gov,Not-in-family,White,Male,>50K
4362, 4362,United-States,Prof-specialty,Divorced,Prof-school,40,1668,0,15,316093, 65,Self-emp-not-inc,Not-in-family,White,Male,<=50K
4363, 4363,Ireland,Machine-op-inspct,Married-civ-spouse,HS-grad,60,0,0,9,112115, 30,Private,Husband,White,Male,>50K
4364, 4364,United-States,Prof-specialty,Never-married,Some-college,10,0,0,10,250051, 21,Private,Own-child,White,Female,<=50K
4365, 4365,Philippines,Tech-support,Married-civ-spouse,Masters,40,1902,0,14,298635, 40,Federal-gov,Husband,Asian-Pac-Islander,Male,>50K
4366, 4366,United-States,Craft-repair,Never-married,Some-college,40,0,0,10,109193, 26,State-gov,Not-in-family,White,Female,<=50K
4367, 4367,United-States,Other-service,Never-married,11th,8,0,0,7,130849, 18,Private,Own-child,White,Female,<=50K
4368, 4368,United-States,Other-service,Married-civ-spouse,HS-grad,50,0,0,9,43959, 34,Local-gov,Husband,White,Male,<=50K
4369, 4369,United-States,Farming-fishing,Never-married,Some-college,60,0,0,10,27242, 44,Self-emp-not-inc,Own-child,White,Male,<=50K
4370, 4370,United-States,Tech-support,Never-married,Assoc-acdm,40,0,0,12,53158, 30,Private,Not-in-family,White,Female,<=50K
4371, 4371,United-States,Craft-repair,Never-married,Bachelors,40,0,0,13,206520, 36,Self-emp-not-inc,Own-child,White,Male,<=50K
4372, 4372,United-States,Prof-specialty,Married-civ-spouse,Some-college,50,0,0,10,164190, 31,Private,Husband,White,Male,>50K
4373, 4373,United-States,Sales,Never-married,Some-college,20,0,0,10,287988, 22,Private,Not-in-family,White,Male,<=50K
4374, 4374,United-States,Sales,Never-married,HS-grad,40,0,0,9,83891, 23,Private,Own-child,Asian-Pac-Islander,Male,<=50K
4375, 4375,United-States,Exec-managerial,Married-civ-spouse,Masters,50,0,15024,14,65087, 49,Private,Husband,White,Male,>50K
4376, 4376,United-States,Craft-repair,Separated,Bachelors,35,0,0,13,363418, 39,Self-emp-not-inc,Own-child,White,Male,<=50K
4377, 4377,United-States,Handlers-cleaners,Never-married,Some-college,16,0,0,10,278870, 19,Private,Own-child,White,Male,<=50K
4378, 4378,United-States,Exec-managerial,Married-civ-spouse,Assoc-acdm,50,1848,0,12,174789, 30,Private,Husband,White,Male,>50K
4379, 4379,Cambodia,Craft-repair,Never-married,Some-college,40,0,0,10,228608, 25,Private,Other-relative,Asian-Pac-Islander,Female,<=50K
4380, 4380,United-States,Machine-op-inspct,Married-civ-spouse,HS-grad,40,0,0,9,263568, 46,Private,Husband,White,Male,<=50K
4381, 4381,United-States,Prof-specialty,Married-civ-spouse,Masters,45,0,0,14,117381, 37,Private,Husband,White,Male,<=50K
4382, 4382,United-States,Other-service,Married-civ-spouse,HS-grad,40,0,0,9,83411, 41,Federal-gov,Husband,White,Male,<=50K
4383, 4383,United-States,Prof-specialty,Married-civ-spouse,Some-college,20,0,0,10,49156, 40,Self-emp-not-inc,Husband,White,Male,<=50K
4384, 4384,United-States,Adm-clerical,Divorced,HS-grad,40,0,0,9,421449, 44,Private,Unmarried,White,Female,<=50K
4385, 4385,United-States,Machine-op-inspct,Married-civ-spouse,HS-grad,40,0,0,9,238944, 32,Private,Husband,White,Male,<=50K
4386, 4386,United-States,Handlers-cleaners,Married-civ-spouse,HS-grad,20,0,0,9,188982, 58,Private,Husband,Black,Male,>50K
4387, 4387,United-States,Machine-op-inspct,Married-civ-spouse,HS-grad,48,0,0,9,175925, 48,Private,Husband,White,Male,<=50K
4388, 4388,United-States,Exec-managerial,Married-civ-spouse,Bachelors,40,0,0,13,164190, 34,Private,Husband,White,Male,<=50K
4389, 4389,United-States,Adm-clerical,Never-married,Assoc-voc,40,0,0,11,232914, 29,Private,Own-child,Black,Female,<=50K
4390, 4390,United-States,Sales,Married-civ-spouse,Bachelors,50,0,0,13,120121, 46,Self-emp-inc,Husband,White,Male,>50K
4391, 4391,United-States,Transport-moving,Never-married,HS-grad,40,0,0,9,180805, 36,Local-gov,Not-in-family,Asian-Pac-Islander,Male,<=50K
4392, 4392,United-States,Adm-clerical,Never-married,Bachelors,38,0,0,13,161944, 59,Local-gov,Not-in-family,White,Male,<=50K
4393, 4393,Mexico,Transport-moving,Married-civ-spouse,12th,40,0,0,8,319149, 29,Private,Husband,White,Male,<=50K
4394, 4394,United-States,Machine-op-inspct,Married-civ-spouse,HS-grad,40,0,0,9,290528, 25,Private,Husband,White,Male,<=50K
4395, 4395,Philippines,Other-service,Never-married,Assoc-acdm,35,0,0,12,123984, 27,Private,Not-in-family,Asian-Pac-Islander,Female,<=50K
4396, 4396,United-States,Farming-fishing,Married-civ-spouse,HS-grad,70,0,0,9,34186, 48,Private,Husband,White,Male,<=50K
4397, 4397,United-States,Prof-specialty,Never-married,Doctorate,70,1564,0,16,282680, 51,Federal-gov,Not-in-family,White,Female,>50K
4398, 4398,United-States,Transport-moving,Divorced,HS-grad,45,0,8614,9,183892, 36,Private,Not-in-family,White,Male,>50K
4399, 4399,Puerto-Rico,Sales,Divorced,11th,50,0,7430,7,195124, 42,Local-gov,Unmarried,White,Male,>50K
4400, 4400,United-States,Adm-clerical,Married-civ-spouse,Bachelors,40,0,0,13,55938, 49,State-gov,Husband,White,Male,>50K
4401, 4401,United-States,Tech-support,Never-married,Some-college,20,0,0,10,209900, 33,Private,Own-child,White,Male,<=50K
4402, 4402,United-States,Sales,Divorced,Bachelors,60,1564,0,13,179717, 40,Private,Not-in-family,White,Male,>50K
4403, 4403,United-States,Prof-specialty,Never-married,Bachelors,40,0,0,13,150361, 26,Private,Not-in-family,White,Female,<=50K
4404, 4404,Italy,Machine-op-inspct,Married-civ-spouse,HS-grad,30,0,0,9,252714, 59,Private,Husband,White,Male,<=50K
4405, 4405,United-States,Adm-clerical,Never-married,HS-grad,40,0,0,9,205204, 30,Private,Own-child,White,Female,<=50K
4406, 4406,United-States,Adm-clerical,Married-civ-spouse,Assoc-acdm,35,0,0,12,168906, 31,Local-gov,Wife,White,Female,<=50K
4407, 4407,United-States,Exec-managerial,Married-civ-spouse,Bachelors,50,0,0,13,112115, 30,Private,Husband,White,Male,>50K
4408, 4408,United-States,Exec-managerial,Never-married,Bachelors,40,0,0,13,116531, 27,Private,Not-in-family,White,Female,<=50K
4409, 4409,United-States,Adm-clerical,Divorced,Assoc-acdm,40,0,4101,12,191917, 56,Private,Unmarried,White,Female,<=50K
4410, 4410,United-States,Machine-op-inspct,Married-civ-spouse,HS-grad,40,0,0,9,341294, 24,Private,Husband,White,Male,<=50K
4411, 4411,United-States,Sales,Divorced,Bachelors,50,0,0,13,216734, 47,Private,Unmarried,White,Female,<=50K
4412, 4412,United-States,Prof-specialty,Never-married,Bachelors,35,0,0,13,182187, 51,Private,Not-in-family,Black,Male,<=50K
4413, 4413,United-States,Craft-repair,Married-civ-spouse,HS-grad,45,0,0,9,424988, 34,Private,Husband,White,Male,<=50K
4414, 4414,United-States,Other-service,Divorced,HS-grad,9,0,0,9,379118, 47,Private,Unmarried,Black,Male,<=50K
4415, 4415,United-States,Adm-clerical,Married-civ-spouse,Some-college,44,0,0,10,168232, 47,Private,Husband,White,Male,>50K
4416, 4416,Vietnam,Adm-clerical,Never-married,Some-college,40,0,0,10,147171, 20,Private,Unmarried,Asian-Pac-Islander,Female,<=50K
4417, 4417,United-States,Other-service,Divorced,11th,40,0,0,7,193650, 31,Private,Not-in-family,White,Female,<=50K
4418, 4418,United-States,Other-service,Divorced,Assoc-voc,32,0,0,11,200187, 42,Private,Unmarried,White,Female,<=50K
4419, 4419,Mexico,Craft-repair,Married-spouse-absent,5th-6th,40,0,0,3,188644, 52,Private,Other-relative,White,Male,<=50K
4420, 4420,United-States,Adm-clerical,Widowed,HS-grad,40,0,0,9,398067, 56,Private,Not-in-family,White,Female,<=50K
4421, 4421,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,29658, 53,Private,Husband,White,Male,>50K
4422, 4422,United-States,Sales,Married-civ-spouse,Some-college,50,0,0,10,154966, 26,Private,Husband,White,Male,>50K
4423, 4423,United-States,Adm-clerical,Divorced,Some-college,20,0,0,10,364099, 81,Private,Not-in-family,White,Female,<=50K
4424, 4424,United-States,Prof-specialty,Divorced,Some-college,48,0,0,10,97837, 57,Federal-gov,Not-in-family,White,Male,>50K
4425, 4425,United-States,Adm-clerical,Never-married,HS-grad,40,0,0,9,117983, 34,Private,Not-in-family,White,Female,<=50K
4426, 4426,United-States,Tech-support,Never-married,Assoc-voc,40,0,0,11,64167, 24,Private,Unmarried,Black,Female,<=50K
4427, 4427,United-States,Other-service,Never-married,HS-grad,40,2001,0,9,315877, 20,Private,Unmarried,White,Male,<=50K
4428, 4428,United-States,Adm-clerical,Divorced,Some-college,40,0,2346,10,232151, 68,Federal-gov,Other-relative,Black,Female,<=50K
4429, 4429,United-States,Sales,Separated,HS-grad,32,0,0,9,225526, 60,Private,Not-in-family,White,Female,<=50K
4430, 4430,United-States,Craft-repair,Married-civ-spouse,Some-college,40,0,0,10,289653, 37,Federal-gov,Husband,White,Male,<=50K
4431, 4431,United-States,Handlers-cleaners,Never-married,7th-8th,40,0,0,4,179462, 25,Private,Unmarried,White,Male,<=50K
4432, 4432,United-States,Adm-clerical,Married-civ-spouse,HS-grad,40,0,0,9,67317, 36,Federal-gov,Husband,White,Male,<=50K
4433, 4433,United-States,Craft-repair,Married-civ-spouse,Assoc-acdm,40,0,0,12,77764, 45,Private,Husband,White,Male,<=50K
4434, 4434,United-States,Exec-managerial,Married-civ-spouse,Some-college,60,0,0,10,253438, 34,Private,Husband,White,Male,>50K
4435, 4435,United-States,Exec-managerial,Separated,Bachelors,70,0,0,13,150309, 31,Private,Not-in-family,White,Female,<=50K
4436, 4436,United-States,Farming-fishing,Married-civ-spouse,Bachelors,60,0,0,13,83064, 47,Self-emp-not-inc,Husband,White,Male,<=50K
4437, 4437,United-States,Craft-repair,Married-civ-spouse,HS-grad,42,0,0,9,376973, 60,Self-emp-not-inc,Husband,White,Male,>50K
4438, 4438,United-States,Exec-managerial,Married-civ-spouse,Bachelors,24,0,0,13,311184, 75,Private,Husband,White,Male,<=50K
4439, 4439,United-States,Protective-serv,Married-civ-spouse,Some-college,40,0,0,10,159449, 43,Local-gov,Husband,White,Male,<=50K
4440, 4440,United-States,Handlers-cleaners,Never-married,HS-grad,40,0,0,9,168288, 18,Private,Own-child,White,Male,<=50K
